업종,업종코드,공장규모,용도지역,생산품,대기오염,수질오염,소음/진동여부,생활용수(톤/일),산업용수(톤/일),lon,lat
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,무정전전원공급장치 등,해당없음,해당없음,무,,,126.939437,37.387732
"배전반 및 전기 자동제어반 제조업,육상 금속 골조 구조재 제조업,수상 금속 골조 구조재 제조업,일반용 전기 조명장치 제조업",2.81E+19,소기업,도시지역,LED 경관조명기구,해당없음,해당없음,무,,,126.908182,37.396917
"기타 전기 변환장치 제조업,에너지 저장장치 제조업",2811928114,소기업,도시지역,전원공급장치,해당없음,해당없음,무,,,126.938183,37.383008
기타 무선 통신장비 제조업,26429,소기업,도시지역,무선통신장비,해당없음,해당없음,무,,,126.936942,37.383673
승강기 제조업,29162,소기업,도시지역,장애인휠체어리프트,해당없음,해당없음,무,,,126.940278,37.388208
"유선 통신장비 제조업,그 외 기타 전자부품 제조업,컴퓨터 제조업,방송장비 제조업,비디오 및 기타 영상기기 제조업,기타 전기 변환장치 제조업,전시 및 광고용 조명장치 제조업,교통 신호장치 제조업",2.64E+39,소기업,도시지역,"제어기,전원장치,차량감지기,VMS",해당없음,해당없음,무,,,126.936801,37.384095
"구두류 제조업,기타 신발 제조업",1521115219,소기업,도시지역,"구두류, 기타 신발",해당없음,해당없음,무,,,126.920595,37.414187
"철도차량 부품 및 관련 장치물 제조업,인쇄회로기판용 적층판 제조업,기타 무선 통신장비 제조업,전자기 측정, 시험 및 분석기구 제조업,물질 검사, 측정 및 분석기구 제조업,기타 전기 변환장치 제조업,전기회로 개폐, 보호장치 제조업,기타 조명장치 제조업,공기 조화장치 제조업,산업용 송풍기 및 배기장치 제조업,기체 여과기 제조업,금속 성형기계 제조업,자동차 엔진용 신품 부품 제조업",3.12E+64,소기업,도시지역,"철도차량용Stack조립, 철도 전장품 수리 및 제조, 전원공급장치, 전자회로기판, 철도용 냉각장치 등",해당없음,해당없음,무,,,126.938421,37.384542
"일반용 전기 조명장치 제조업,전시 및 광고용 조명장치 제조업",2842228423,소기업,도시지역,"LED조명기구일체, 콜드캐소드, 외곽등기구, 형광등 조명 조립",해당없음,해당없음,무,,,126.937623,37.379444
그 외 기타 의료용 기기 제조업,27199,소기업,도시지역,"의료기기[Zenise(HIFU), venustar80(수광기)]",해당없음,해당없음,무,,,126.908182,37.396917
일반용 전기 조명장치 제조업,28422,소기업,도시지역,조명기구,해당없음,해당없음,무,,,126.890934,37.420058
"전시 및 광고용 조명장치 제조업,기타 산업용 유리제품 제조업",2842323129,소기업,도시지역,"고보조명(LED투사등), 고보",해당없음,해당없음,무,,,126.920182,37.399632
그 외 기타 분류 안된 섬유제품 제조업,13999,소기업,도시지역,여성 위생패드,해당없음,해당없음,무,0.01,,126.934513,37.384561
"기타 인쇄업,스크린 인쇄업,간판 및 광고물 제조업",1.81E+14,소기업,도시지역,"인쇄물, 간판",해당없음,해당없음,무,,,126.937522,37.388237
그 외 기타 특수목적용 기계 제조업,29299,소기업,도시지역,PCB ROUTER,해당없음,해당없음,무,,,126.937259,37.382828
"액체 여과기 제조업,설치용 및 위생용 플라스틱제품 제조업,안전유리 제조업,기타 판유리 가공품 제조업,물질 검사, 측정 및 분석기구 제조업",2.92E+24,소기업,도시지역,수처리여과기,해당없음,해당없음,무,0,0,126.96757,37.401515
유선 통신장비 제조업,26410,소기업,도시지역,유선통신기기,해당없음,해당없음,무,0,0,126.954813,37.377515
사무용 기계 및 장비 제조업,29180,소기업,도시지역,신용카드조회기,해당없음,해당없음,무,0,0,126.942224,37.387099
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,공장자동화시스템,해당없음,해당없음,무,0,0,126.96757,37.401515
일반용 전기 조명장치 제조업,28422,소기업,도시지역,일반조명장치,해당없음,해당없음,무,0,0,126.975502,37.393816
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,자동제어반 외,해당없음,해당없음,무,0,0,126.952998,37.381365
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,제어반,해당없음,해당없음,무,0,0,126.942553,37.389391
전자 응용 절삭기계 제조업,29221,소기업,도시지역,레이져가공기,해당없음,해당없음,무,0,0,126.948986,37.370273
그 외 기타 분류 안된 섬유제품 제조업,13999,소기업,도시지역,위생타올,해당없음,해당없음,무,0,0,126.933694,37.397781
"경 인쇄업,오프셋 인쇄업",1811118113,소기업,도시지역,책자류,해당없음,해당없음,무,0,0,126.972984,37.391272
그 외 기타 플라스틱 제품 제조업,22299,소기업,도시지역,"알미늄,하이샤시부품",해당없음,해당없음,무,0,0,126.943423,37.389362
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,전자통신부품,해당없음,해당없음,무,0,0,126.944235,37.388622
기타 무선 통신장비 제조업,26429,소기업,도시지역,이동통신장비,해당없음,해당없음,무,0,0,126.942773,37.387437
"금속 가구 제조업,소파 및 기타 내장가구 제조업",3209132019,소기업,도시지역,관람석의자,해당없음,해당없음,무,0,0,126.96757,37.401515
"전시 및 광고용 조명장치 제조업,기타 주변기기 제조업",2842326329,소기업,도시지역,"광고용 조명장치, 전광판",해당없음,해당없음,무,,,126.97244,37.39306
기기용 자동측정 및 제어장치 제조업,27215,소기업,도시지역,제어계측시스템,해당없음,해당없음,무,,,126.948737,37.369505
기타 가정용 전기기기 제조업,28519,소기업,도시지역,신발건조기,해당없음,해당없음,무,,,126.950512,37.369359
배전반 및 전기 자동제어반 제조업,28123,소기업,도시지역,"판넬, 전기설비",해당없음,해당없음,무,,,126.969176,37.401375
"용기 세척, 포장 및 충전기 제조업",29192,소기업,도시지역,비닐가공기,해당없음,해당없음,무,,,126.941901,37.387601
전시용 모형 제조업,33932,소기업,도시지역,"실물모형, 인테리어시설물",해당없음,해당없음,무,,,126.969176,37.401375
"일반용 전기 조명장치 제조업,방전램프용 안정기 제조업",2842228113,소기업,도시지역,"조명장치, 안정기",해당없음,해당없음,무,,,126.972816,37.395361
"그 외 기타 전자부품 제조업,전자감지장치 제조업",2629926295,소기업,도시지역,이형필름외,해당없음,해당없음,무,,,126.943354,37.37899
화장품 제조업,20423,소기업,도시지역,화장품,해당없음,해당없음,무,,,126.97043,37.398016
유선 통신장비 제조업,26410,소기업,도시지역,페룰크리너(광통신용),해당없음,해당없음,무,,,126.969176,37.401375
그 외 기타 전자부품 제조업,26299,소기업,도시지역,"그래픽카드(전차,장갑차)",해당없음,해당없음,무,,,126.972984,37.391272
사무용 기계 및 장비 제조업,29180,소기업,도시지역,대기자 호출시스템,해당없음,해당없음,무,,,126.957324,37.375555
"자동차용 신품 동력전달장치 제조업,자동차용 신품 조향장치 및 현가 장치 제조업,자동차용 신품 제동장치 제조업,그 외 자동차용 신품 부품 제조업,자동차 재제조 부품 제조업",3.03E+24,소기업,도시지역,자동차부품,해당없음,해당없음,무,,,126.943423,37.389362
"모피제품 제조업,그 외 기타 의복액세서리 제조업",1420014499,소기업,도시지역,모피의류,해당없음,해당없음,무,,,126.96757,37.401515
"교통 신호장치 제조업,일반용 전기 조명장치 제조업",2890328422,소기업,도시지역,"LED교통신호등,조명장치",해당없음,해당없음,무,,,126.963774,37.372873
아이스크림 및 기타 식용빙과류 제조업,10502,소기업,도시지역,아이스크림,해당없음,해당없음,무,,,126.970411,37.40026
"기타 전기 변환장치 제조업,에너지 저장장치 제조업,축전지 제조업",2.81E+14,소기업,도시지역,UPS정류기,해당없음,해당없음,무,,,126.966774,37.401886
"전자 응용 절삭기계 제조업,전자기 측정, 시험 및 분석기구 제조업,물질 검사, 측정 및 분석기구 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업,산업처리공정 제어장비 제조업,배전반 및 전기 자동제어반 제조업",2.92E+34,소기업,도시지역,"계측기기, 프로세스제어반 등",해당없음,해당없음,무,,,126.97244,37.39306
기타 음향기기 제조업,26529,소기업,도시지역,음향기기,해당없음,해당없음,무,,,126.968309,37.399485
인쇄잉크 및 회화용 물감 제조업,20413,소기업,도시지역,전자재료(인쇄잉크),해당없음,해당없음,무,,,126.945202,37.385729
"배전반 및 전기 자동제어반 제조업,기타 무선 통신장비 제조업,전기회로 개폐, 보호장치 제조업,전기회로 접속장치 제조업",2.81E+19,소기업,도시지역,빌딩용 제어기기류,해당없음,해당없음,무,,,126.969136,37.398483
기체 펌프 및 압축기 제조업,29132,소기업,도시지역,공기압축 시스템,해당없음,해당없음,무,,,126.969136,37.398483
일반용 전기 조명장치 제조업,28422,소기업,도시지역,전기조명장치,해당없음,해당없음,무,,,126.944085,37.389684
"남자용 겉옷 제조업,여자용 겉옷 제조업,셔츠 및 블라우스 제조업,근무복, 작업복 및 유사의복 제조업,그 외 기타 봉제의복 제조업,편조의복 제조업,그 외 기타 의복액세서리 제조업",1.41E+34,소기업,도시지역,남성용정장,해당없음,해당없음,무,,,126.939583,37.397446
"자동차 엔진용 신품 부품 제조업,자동차 재제조 부품 제조업",3031030400,소기업,도시지역,"팩킹, 가스켓",해당없음,해당없음,무,,,126.969136,37.398483
"기기용 자동측정 및 제어장치 제조업,방전램프용 안정기 제조업,배전반 및 전기 자동제어반 제조업,전구 및 램프 제조업,일반용 전기 조명장치 제조업",2.72E+24,소기업,도시지역,조명제어기 및 장칠규,해당없음,해당없음,무,,,126.96757,37.401515
기타 주변기기 제조업,26329,소기업,도시지역,Smart USB Piano,해당없음,해당없음,무,,,126.969176,37.401375
"방송장비 제조업,유선 통신장비 제조업,기타 무선 통신장비 제조업,기타 음향기기 제조업,배전반 및 전기 자동제어반 제조업,전시 및 광고용 조명장치 제조업,전기경보 및 신호장치 제조업,교통 신호장치 제조업,철도차량 부품 및 관련 장치물 제조업,기타 운동 및 경기용구 제조업",2.64E+49,소기업,도시지역,"CCTV,비상호출장치",해당없음,해당없음,무,,,126.972984,37.391272
"배전반 및 전기 자동제어반 제조업,속도계 및 적산계기 제조업,기기용 자동측정 및 제어장치 제조업",2.81E+14,소기업,도시지역,"모니터링시스템, 유량계실제어반, 유량계, 맨홀펌프장제어반, RTU데이터로거",해당없음,해당없음,무,,,126.972984,37.391272
정형외과용 및 신체보정용 기기 제조업,27192,소기업,도시지역,임플란트,해당없음,해당없음,무,,,126.931467,37.391544
전시 및 광고용 조명장치 제조업,28423,소기업,도시지역,LED 전광판,해당없음,해당없음,무,,,126.946194,37.384206
"그 외 기타 의료용 기기 제조업,물질 검사, 측정 및 분석기구 제조업,농업 및 임업용 기계 제조업,음ㆍ식료품 및 담배 가공기계 제조업,그 외 기타 특수목적용 기계 제조업",2.72E+24,소기업,도시지역,"세포배양용 Single-Use Bag, 고체발효기, 사료제조기 등",해당없음,해당없음,무,10,,126.968309,37.399485
"플라스틱 접착처리 제품 제조업,플라스틱 적층, 도포 및 기타 표면처리 제품 제조업",2229122292,소기업,도시지역,산업용 접착테이프,해당없음,해당없음,무,,,126.942553,37.389391
"물질 검사, 측정 및 분석기구 제조업",27213,소기업,도시지역,자동화장비,해당없음,해당없음,무,,,126.948243,37.370951
"방송장비 제조업,기타 무선 통신장비 제조업,비디오 및 기타 영상기기 제조업,기타 광학기기 제조업",2.64E+19,소기업,도시지역,"IP CAMERA, 열화상IP 카메라",해당없음,해당없음,무,,,126.958945,37.392221
"방송장비 제조업,전시 및 광고용 조명장치 제조업",2642128423,소기업,도시지역,"영상기기, LED안내표지판",해당없음,해당없음,무,,,126.969176,37.401375
